num_point,time_sort,time_convex,time_convex_pred,residual,,,
214369,1.866499901,2.239500284,2.068081928,0.201582027,,,
215296,2.034999371,2.253501415,2.077755079,0.042755708,,,
216225,2.15399909,2.253501654,2.087452246,-0.066546844,,,
217156,1.954999924,2.271000385,2.097173436,0.142173512,,,
218089,2.076501131,2.26999712,2.106918657,0.030417526,,,
219024,2.056499958,2.293999672,2.116687915,0.060187957,,,
219961,1.97199893,2.289499283,2.126481217,0.154482287,,,
220900,2.112001657,2.299998283,2.136298569,0.024296912,,,
221841,1.992000341,2.31449914,2.146139979,0.154139638,,,
222784,2.18949914,2.320500612,2.156005452,-0.033493688,,,
223729,2.038498878,2.334501505,2.165894996,0.127396118,,,
224676,2.159999847,2.34750104,2.175808617,0.01580877,,,
225625,2.129998684,2.344999552,2.185746322,0.055747638,,,
226576,2.105500221,2.355500698,2.195708117,0.090207896,,,
227529,2.137001753,2.37299943,2.205694009,0.068692256,,,
228484,2.194001198,2.373498201,2.215704005,0.021702807,,,
229441,2.155999184,2.385000229,2.225738112,0.069738928,,,
230400,2.226000071,2.397998571,2.235796335,0.009796264,,,
231361,2.172999144,2.409000874,2.245878681,0.072879537,,,
232324,2.281003952,2.433495283,2.255985157,-0.025018795,,,
233289,2.163500071,2.445001125,2.26611577,0.102615699,,,
234256,2.230500698,2.469497919,2.276270526,0.045769828,,,
235225,2.283499956,2.474500895,2.286449431,0.002949475,,,
236196,2.265496254,2.491999149,2.296652492,0.031156238,,,
237169,2.201000214,2.499008179,2.306879716,0.105879502,,,
238144,2.236492395,2.493499756,2.317131108,0.080638713,,,
239121,2.159000635,2.50549984,2.327406676,0.168406041,,,
240100,2.398999214,2.494997501,2.337706425,-0.061292789,,,
241081,2.196500063,2.510500669,2.348030363,0.1515303,,,
242064,2.195497513,2.527000189,2.358378495,0.162880982,,,
243049,2.323500395,2.534500837,2.368750828,0.045250433,,,
244036,2.302999735,2.540500402,2.379147369,0.076147634,,,
245025,2.422498226,2.545001984,2.389568123,-0.032930103,,,
246016,2.497499228,2.554000139,2.400013097,-0.097486131,,,
247009,2.26700139,2.568998098,2.410482298,0.143480908,,,
248004,2.316499233,2.577500105,2.420975732,0.104476499,,,
249001,2.310999393,2.587001324,2.431493405,0.120494012,,,
250000,2.638002872,2.598997116,2.442035323,-0.195967549,,,
251001,2.334999561,2.606002092,2.452601493,0.117601932,,,
252004,2.333499432,2.618000269,2.46319192,0.129692488,,,
253009,2.328500509,2.625497818,2.473806612,0.145306103,,,
254016,2.306999922,2.638001919,2.484445575,0.177445653,,,
255025,2.474499702,2.645500422,2.495108814,0.020609112,,,
256036,2.436502934,2.658997297,2.505796336,0.069293402,,,
257049,2.505999804,2.6614995,2.516508148,0.010508344,,,
258064,2.479499102,2.673000574,2.527244255,0.047745153,,,
259081,2.437999725,2.688501835,2.538004663,0.100004938,,,
260100,2.438500166,2.70050168,2.548789379,0.110289213,,,
261121,2.43550086,2.698053837,2.559598409,0.124097549,,,
262144,2.489499331,2.716000557,2.57043176,0.080932429,,,
263169,2.546500206,2.727501392,2.581289436,0.03478923,,,
264196,2.478500128,2.738999844,2.592171445,0.113671317,,,
265225,2.460500717,2.747998714,2.603077792,0.142577075,,,
266256,2.420500278,2.761999846,2.614008484,0.193508206,,,
267289,2.492000818,2.774498224,2.624963527,0.132962709,,,
268324,2.636002064,2.791000128,2.635942927,-5.91E-05,,,
269361,2.464498997,2.795500994,2.646946689,0.182447692,,,
270400,2.536999941,2.802500486,2.65797482,0.120974879,,,
271441,2.643499374,2.817501068,2.669027326,0.025527952,,,
272484,2.558498621,2.82749939,2.680104214,0.121605593,,,
273529,2.531499863,2.84250021,2.691205488,0.159705625,,,
274576,2.603998899,2.850499868,2.702331156,0.098332257,,,
275625,2.593498468,2.858999968,2.713481222,0.119982754,,,
276676,2.59449935,2.878999472,2.724655694,0.130156344,,,
277729,2.587500095,2.878999233,2.735854576,0.148354481,,,
278784,2.680500507,2.893001318,2.747077876,0.066577369,,,
279841,2.741000652,2.906501055,2.758325598,0.017324946,,,
280900,2.671999931,2.908499956,2.76959775,0.097597819,,,
281961,2.633000135,2.959998369,2.780894336,0.147894201,,,
283024,2.649499893,2.962001562,2.792215364,0.142715471,,,
284089,2.770498753,2.970500231,2.803560838,0.033062085,,,
285156,2.76399684,2.994998932,2.814930764,0.050933924,,,
286225,2.772500515,3.014504671,2.826325149,0.053824634,,,
287296,2.708993435,3.004500389,2.837743999,0.128750564,,,
288369,2.861998558,3.018998623,2.849187318,-0.01281124,,,
289444,2.699499846,3.036001444,2.860655114,0.161155268,,,
290521,2.875499487,3.042499542,2.872147392,-0.003352095,,,
291600,2.919499636,3.066999912,2.883664157,-0.035835479,,,
292681,2.806498289,3.064505577,2.895205416,0.088707127,,,
293764,2.800998926,3.072504759,2.906771175,0.105772249,,,
294849,2.823000193,3.080995321,2.918361439,0.095361246,,,
295936,2.910505056,3.108001232,2.929976214,0.019471158,,,
297025,2.798999071,3.107501268,2.941615505,0.142616434,,,
298116,2.954498053,3.124999046,2.95327932,-0.001218733,,,
299209,2.769001245,3.144999027,2.964967663,0.195966418,,,
300304,2.990499973,3.154502153,2.976680539,-0.013819434,,,
301401,2.771999121,3.169000149,2.988417956,0.216418835,,,
302500,2.890001297,3.186999083,3.000179918,0.110178621,,,
303601,2.919499874,3.192505121,3.011966432,0.092466558,,,
304704,2.969998837,3.20250082,3.023777502,0.053778665,,,
305809,2.915999889,3.222499132,3.035613136,0.119613247,,,
306916,3.355001926,3.223499537,3.047473337,-0.307528589,,,
308025,3.030499935,3.238508701,3.059358113,0.028858178,,,
309136,2.92899847,3.249500513,3.071267469,0.142268999,,,
310249,3.140999556,3.256999254,3.08320141,-0.057798146,,,
311364,3.201501131,3.28000021,3.095159942,-0.106341189,,,
312481,3.008000374,3.277503967,3.10714307,0.099142696,,,
313600,2.960998535,3.302499771,3.119150802,0.158152267,,,
314721,3.14049983,3.31049943,3.131183141,-0.009316689,,,
315844,3.172502756,3.334998131,3.143240093,-0.029262663,,,
316969,3.109998465,3.337002039,3.155321665,0.0453232,,,
318096,3.03049469,3.362000704,3.167427861,0.136933171,,,
319225,3.093998432,3.353500128,3.179558688,0.085560256,,,
320356,3.133005381,3.383001566,3.191714151,0.05870877,,,
321489,3.05250001,3.38950181,3.203894255,0.151394245,,,
322624,3.102499008,3.402500153,3.216099006,0.113599998,,,
323761,3.189502478,3.407495975,3.22832841,0.038825932,,,
324900,3.239000797,3.456999779,3.240582472,0.001581675,,,
326041,3.275500059,3.434001446,3.252861197,-0.022638862,,,
327184,3.247007132,3.443993092,3.265164592,0.01815746,,,
328329,3.42750001,3.455998659,3.277492661,-0.150007349,,,
329476,3.217000246,3.47799921,3.28984541,0.072845164,,,
330625,3.237500906,3.483000755,3.302222845,0.064721939,,,
331776,3.198992252,3.501001358,3.314624971,0.115632719,,,
332929,3.18799901,3.507501125,3.327051793,0.139052783,,,
334084,3.256501436,3.532998085,3.339503317,0.083001881,,,
335241,3.335007906,3.51649189,3.351979549,0.016971643,,,
336400,3.370995045,3.584000349,3.364480493,-0.006514552,,,
337561,3.293498516,3.55100131,3.377006156,0.08350764,,,
338724,3.189998865,3.556000233,3.389556543,0.199557678,,,
339889,3.380997419,3.588998795,3.402131658,0.021134239,,,
341056,3.242000818,3.601004839,3.414731508,0.17273069,,,
342225,3.59050703,3.602494001,3.427356098,-0.163150932,,,
343396,3.342999697,3.602008581,3.440005433,0.097005736,,,
344569,3.296498775,3.631501198,3.452679519,0.156180744,,,
345744,3.559001684,3.641498566,3.465378361,-0.093623323,,,
346921,3.617001295,3.65350008,3.478101964,-0.138899331,,,
348100,3.547002077,3.680498362,3.490850334,-0.056151743,,,
349281,3.373500109,3.722501278,3.503623476,0.130123367,,,
350464,3.534999132,3.721010923,3.516421395,-0.018577737,,,
351649,3.56199789,3.722501993,3.529244097,-0.032753793,,,
352836,3.666498661,3.717501402,3.542091586,-0.124407075,,,
354025,3.518000841,3.739498615,3.554963869,0.036963028,,,
355216,3.370500803,3.766999483,3.567860951,0.197360148,,,
356409,3.594504833,3.763496637,3.580782836,-0.013721997,,,
357604,3.437999487,3.821005583,3.59372953,0.155730043,,,
358801,3.613999367,3.759510994,3.606701039,-0.007298328,,,
360000,3.722491503,3.802504063,3.619697367,-0.102794136,,,
361201,3.511997461,3.845498323,3.63271852,0.120721059,,,
362404,3.681503057,3.801497221,3.645764504,-0.035738553,,,
363609,3.475506544,3.850493431,3.658835322,0.183328778,,,
364816,3.65200758,3.867993593,3.671930981,0.019923401,,,
366025,3.521001101,3.874500275,3.685051486,0.164050385,,,
367236,3.728493214,3.873500109,3.698196842,-0.030296372,,,
368449,3.517999649,3.956000805,3.711367053,0.193367404,,,
369664,3.566498995,3.911499739,3.724562127,0.158063132,,,
370881,3.642501116,3.943497896,3.737782066,0.09528095,,,
372100,3.578008175,3.918991804,3.751026877,0.173018702,,,
373321,3.603500605,3.977999449,3.764296565,0.16079596,,,
374544,3.742000818,3.925500393,3.777591135,0.035590317,,,
375769,3.716001749,3.978497505,3.790910592,0.074908843,,,
376996,3.801499128,3.944000721,3.804254942,0.002755814,,,
378225,3.82999897,3.944000483,3.817624188,-0.012374782,,,
379456,3.576000929,3.963999987,3.831018338,0.255017409,,,
380689,3.792002439,3.971998453,3.844437394,0.052434955,,,
381924,3.617999554,4.068500042,3.857881364,0.23988181,,,
383161,3.662999868,4.033499718,3.871350251,0.208350383,,,
384400,3.651498079,4.011500597,3.884844061,0.233345982,,,
385641,3.990500927,4.02399826,3.898362798,-0.092138129,,,
386884,3.665999174,4.086000681,3.911906469,0.245907295,,,
388129,3.761000395,4.043499947,3.925475078,0.164474683,,,
389376,3.911002159,4.057498455,3.93906863,0.028066471,,,
390625,3.851500034,4.07199955,3.95268713,0.101187096,,,
391876,3.92799902,4.089001179,3.966330584,0.038331564,,,
393129,3.694999933,4.097499371,3.979998995,0.284999062,,,
394384,3.733998775,4.135500193,3.99369237,0.259693595,,,
395641,4.100499153,4.133001566,4.007410713,-0.09308844,,,
396900,3.84149909,4.150500298,4.021154029,0.179654939,,,
398161,3.897998571,4.188000202,4.034922323,0.136923752,,,
399424,3.861000061,4.181999207,4.048715601,0.18771554,,,
400689,4.039498568,4.196501017,4.062533866,0.023035298,,,
401956,3.902998686,4.203000784,4.076377125,0.173378439,,,
403225,3.863999367,4.217999458,4.090245382,0.226246015,,,
404496,3.963999748,4.25249958,4.104138642,0.140138894,,,
405769,3.96400094,4.241499901,4.11805691,0.15405597,,,
407044,4.000496387,4.241999626,4.132000191,0.131503804,,,
408321,4.008497953,4.288500071,4.14596849,0.137470537,,,
409600,4.025999784,4.266999483,4.159961812,0.133962028,,,
410881,4.073999882,4.296000957,4.173980161,0.099980279,,,
412164,4.053000212,4.305000305,4.188023543,0.135023331,,,
413449,4.245999575,4.317000151,4.202091963,-0.043907612,,,
414736,4.080498457,4.374000549,4.216185425,0.135686968,,,
416025,4.36749959,4.347999811,4.230303934,-0.137195656,,,
417316,3.99199748,4.366000891,4.244447496,0.252450016,,,
418609,4.109499931,4.370500565,4.258616114,0.149116183,,,
419904,4.24499917,4.387501001,4.272809795,0.027810625,,,
421201,4.152499914,4.412000418,4.287028542,0.134528628,,,
422500,4.262998819,4.409999847,4.301272361,0.038273542,,,
423801,4.196501493,4.420499325,4.315541256,0.119039763,,,
425104,4.161499977,4.436498642,4.329835233,0.168335256,,,
426409,4.085499525,4.45250082,4.344154296,0.258654771,,,
427716,4.086495638,4.468000174,4.35849845,0.272002812,,,
429025,4.10649991,4.48849988,4.372867699,0.266367789,,,
430336,4.409999371,4.505500793,4.387262049,-0.022737322,,,
431649,4.290498257,4.55050087,4.401681504,0.111183247,,,
432964,4.235000134,4.5224998,4.41612607,0.181125936,,,
434281,4.318999529,4.530500174,4.43059575,0.111596221,,,
435600,4.245000124,4.553499937,4.44509055,0.200090426,,,
436921,4.403000116,4.566000462,4.459610475,0.056610359,,,
438244,4.411499977,4.592000484,4.474155529,0.062655552,,,
439569,4.320498943,4.603500366,4.488725716,0.168226773,,,
440896,4.465000391,4.605501413,4.503321043,0.038320652,,,
442225,4.459500313,4.617999315,4.517941513,0.0584412,,,
443556,4.456499338,4.629500389,4.532587131,0.076087793,,,
444889,4.468500853,4.682997942,4.547257902,0.078757049,,,
446224,4.458499908,4.660000563,4.56195383,0.103453922,,,
447561,4.532498598,4.682501554,4.576674921,0.044176323,,,
448900,4.735500336,4.693499565,4.591421179,-0.144079157,,,
450241,4.500499487,4.719000816,4.606192609,0.105693122,,,
451584,4.475498915,4.728500366,4.620989215,0.1454903,,,
452929,4.530499458,4.734000444,4.635811002,0.105311544,,,
454276,4.418999195,4.764001369,4.650657975,0.23165878,,,
455625,4.492501736,4.75599885,4.665530139,0.173028403,,,
456976,4.649996281,4.769500017,4.680427497,0.030431216,,,
458329,4.725001097,4.793498993,4.695350055,-0.029651042,,,
459684,4.910497189,4.797000885,4.710297818,-0.200199371,,,
461041,4.890501499,4.821500301,4.72527079,-0.165230709,,,
462400,4.684999943,4.835000515,4.740268975,0.055269032,,,
463761,4.616999865,4.850001097,4.755292379,0.138292514,,,
465124,4.66299963,4.877500057,4.770341006,0.107341376,,,
466489,4.562999964,4.895499468,4.78541486,0.222414896,,,
467856,4.860498667,4.879000425,4.800513946,-0.059984721,,,
469225,4.735499144,4.90500021,4.815638269,0.080139125,,,
470596,4.647499084,4.911000967,4.830787834,0.18328875,,,
471969,4.832999468,4.925002098,4.845962644,0.012963176,,,
473344,4.818000555,4.949999809,4.861162705,0.04316215,,,
474721,4.765999079,4.978499651,4.876388021,0.110388942,,,
476100,4.747000933,4.982998848,4.891638596,0.144637663,,,
477481,5.042999506,4.991000175,4.906914436,-0.13608507,,,
478864,4.821998835,4.995000124,4.922215544,0.100216709,,,
480249,5.046000242,5.0189991,4.937541926,-0.108458316,,,
481636,4.677498102,5.027000904,4.952893586,0.275395484,,,
483025,5.104498863,5.034000397,4.968270527,-0.136228336,,,
484416,4.894498348,5.065500021,4.983672756,0.089174408,,,
485809,4.951500416,5.061501026,4.999100277,0.047599861,,,
487204,4.871999502,5.100000858,5.014553093,0.142553591,,,
488601,5.237001419,5.111998081,5.030031209,-0.20697021,,,
490000,5.297998905,5.122500896,5.045534631,-0.252464274,,,
491401,5.192998409,5.134000063,5.061063362,-0.131935047,,,
492804,5.042997122,5.144001245,5.076617407,0.033620285,,,
494209,4.748999357,5.167500019,5.09219677,0.343197413,,,
495616,5.141000032,5.179500103,5.107801456,-0.033198576,,,
497025,4.943501711,5.187497854,5.12343147,0.179929759,,,
498436,5.050498962,5.20100069,5.139086815,0.088587853,,,
499849,5.066999435,5.210999966,5.154767497,0.087768062,,,
501264,5.071499348,5.233499527,5.170473519,0.098974171,,,
502681,5.113499641,5.257001162,5.186204886,0.072705245,,,
504100,5.027999878,5.255001068,5.201961603,0.173961725,,,
505521,5.085000515,5.267999172,5.217743674,0.132743159,,,
506944,4.97549963,5.284499407,5.233551104,0.258051474,,,
508369,5.422501802,5.296498299,5.249383896,-0.173117906,,,
509796,5.177999973,5.309500217,5.265242056,0.087242083,,,
511225,5.051000595,5.329998493,5.281125587,0.230124992,,,
512656,5.389500618,5.344999313,5.297034494,-0.092466124,,,
514089,5.129998446,5.359000444,5.312968782,0.182970336,,,
515524,5.014499187,5.37200141,5.328928455,0.314429268,,,
516961,5.316501141,5.383500099,5.344913517,0.028412376,,,
518400,5.111498594,5.39000082,5.360923973,0.249425379,,,
519841,5.162499666,5.409000635,5.376959826,0.21446016,,,
521284,5.278498888,5.427500725,5.393021082,0.114522194,,,
522729,5.367499828,5.425002337,5.409107745,0.041607917,,,
524176,5.315495491,5.436001539,5.425219818,0.109724327,,,
525625,5.440000057,5.475501537,5.441357307,0.00135725,,,
527076,5.32799983,5.486000299,5.457520216,0.129520386,,,
528529,5.196999788,5.506000519,5.473708549,0.276708761,,,
529984,5.664999962,5.522500038,5.48992231,-0.175077652,,,
531441,5.443499804,5.53600049,5.506161504,0.0626617,,,
532900,5.539501667,5.54599762,5.522426135,-0.017075532,,,
534361,5.602000952,5.57099843,5.538716208,-0.063284744,,,
535824,5.513999701,5.585999727,5.555031726,0.041032025,,,
537289,5.493002176,5.609497786,5.571372694,0.078370518,,,
538756,5.427499771,5.622000456,5.587739116,0.160239345,,,
540225,5.498999596,5.63650012,5.604130997,0.105131401,,,
541696,5.382999897,5.647500753,5.62054834,0.237548443,,,
543169,5.614499331,5.666501045,5.636991151,0.02249182,,,
544644,5.680998564,5.671000719,5.653459433,-0.027539131,,,
546121,5.385500431,5.695498943,5.669953191,0.28445276,,,
547600,5.632999659,5.694000006,5.686472428,0.053472769,,,
549081,5.529498816,5.725999117,5.70301715,0.173518334,,,
550564,5.726497412,5.740500927,5.71958736,-0.006910052,,,
552049,5.544500828,5.780498981,5.736183062,0.191682234,,,
553536,5.83399868,5.765000582,5.752804261,-0.081194419,,,
555025,5.76999855,5.783000946,5.769450962,-0.000547588,,,
556516,5.871501446,5.800999641,5.786123168,-0.085378278,,,
558009,5.587998867,5.813000679,5.802820883,0.214822016,,,
559504,5.812498569,5.852501869,5.819544112,0.007045543,,,
561001,5.830501556,5.848997831,5.836292859,0.005791303,,,
562500,5.733499289,5.86050272,5.853067128,0.119567839,,,
564001,5.987497807,5.880000591,5.869866923,-0.117630884,,,
565504,6.10449934,5.886499882,5.886692249,-0.217807091,,,
567009,5.639498949,5.897499561,5.903543109,0.26404416,,,
568516,5.676501036,5.916999102,5.920419509,0.243918473,,,
570025,5.910499811,5.921000242,5.937321451,0.02682164,,,
571536,5.669999123,5.944499731,5.954248941,0.284249818,,,
573049,5.785498619,5.953501225,5.971201982,0.185703363,,,
574564,6.181999922,5.983501434,5.988180578,-0.193819344,,,
576081,5.723000765,5.996998549,6.005184734,0.282183969,,,
577600,5.977499247,6.019500494,6.022214454,0.044715207,,,
579121,6.080000162,6.029500723,6.039269742,-0.04073042,,,
580644,5.781499386,6.056000233,6.056350602,0.274851216,,,
582169,5.959999084,6.051000118,6.073457038,0.113457954,,,
583696,6.264999151,6.084500551,6.090589055,-0.174410096,,,
585225,5.917499542,6.092000008,6.107746656,0.190247114,,,
586756,6.044001341,6.093498707,6.124929846,0.080928505,,,
588289,5.98050046,6.099999905,6.142138628,0.161638168,,,
589824,6.389000177,6.133500099,6.159373007,-0.22962717,,,
591361,5.966501236,6.155498743,6.176632987,0.210131751,,,
592900,6.028499603,6.164999962,6.193918572,0.165418969,,,
594441,5.946497202,6.185502291,6.211229765,0.264732563,,,
595984,6.163501501,6.225498676,6.228566573,0.065065072,,,
597529,6.184999228,6.207001448,6.245928997,0.060929769,,,
599076,6.147999287,6.272001028,6.263317042,0.115317755,,,
600625,6.300500154,6.283500433,6.280730713,-0.019769441,,,
602176,6.288498878,6.304501295,6.298170013,0.009671135,,,
603729,6.01350069,6.31849885,6.315634947,0.302134257,,,
605284,6.418498039,6.336000443,6.333125518,-0.085372521,,,
606841,6.503499985,6.342000484,6.350641731,-0.152858254,,,
608400,6.118499279,6.369500875,6.368183589,0.24968431,,,
609961,6.406498909,6.388000965,6.385751097,-0.020747812,,,
611524,6.780002832,6.389996767,6.403344259,-0.376658573,,,
613089,6.339499235,6.427499533,6.420963078,0.081463843,,,
614656,6.406001329,6.454998255,6.438607559,0.03260623,,,
616225,6.259998322,6.467001677,6.456277705,0.196279383,,,
617796,6.557998657,6.471001148,6.473973521,-0.084025136,,,
619369,6.44299984,6.463000059,6.491695011,0.048695171,,,
620944,6.571499109,6.526000738,6.509442179,-0.06205693,,,
622521,6.36000061,6.503499985,6.527215028,0.167214418,,,
624100,6.600498915,6.542001009,6.545013563,-0.055485352,,,
625681,6.348500013,6.568500042,6.562837788,0.214337775,,,
627264,6.375501394,6.563498497,6.580687706,0.205186312,,,
628849,6.552499294,6.571502447,6.598563322,0.046064028,,,
630436,6.702999592,6.613500118,6.61646464,-0.086534952,,,
632025,6.536997318,6.818000078,6.634391663,0.097394345,,,
633616,6.829499722,6.629499674,6.652344395,-0.177155327,,,
635209,6.692999125,6.669501066,6.670322841,-0.022676284,,,
636804,6.591501951,6.655498028,6.688327004,0.096825053,,,
638401,6.748999357,6.680501223,6.706356889,-0.042642468,,,
640000,6.399499893,6.743499517,6.724412499,0.324912606,,,
641601,6.607999086,6.708000183,6.742493838,0.134494752,,,
643204,6.572999239,6.799500704,6.76060091,0.187601671,,,
644809,6.72650075,6.75749898,6.77873372,0.05223297,,,
646416,6.682499886,6.764500141,6.79689227,0.114392384,,,
648025,6.798002005,6.819998026,6.815076565,0.01707456,,,
649636,7.152000904,6.819499493,6.833286609,-0.318714295,,,
651249,6.759500742,6.81899929,6.851522405,0.092021663,,,
652864,6.587002039,6.866998434,6.869783959,0.28278192,,,
654481,7.051501751,6.835998297,6.888071272,-0.163430479,,,
656100,6.786499262,6.861999989,6.90638435,0.119885088,,,
657721,6.921000957,6.880999088,6.924723197,0.00372224,,,
659344,6.765501738,6.902499199,6.943087815,0.177586077,,,
660969,6.941999674,6.935501575,6.961478209,0.019478535,,,
662596,7.592000484,6.958998919,6.979894384,-0.6121061,,,
664225,6.794998884,7.010002375,6.998336342,0.203337458,,,
665856,6.952499628,6.978500366,7.016804087,0.064304459,,,
667489,6.970500708,7.012999058,7.035297624,0.064796916,,,
669124,7.106499434,7.020500898,7.053816957,-0.052682477,,,
670761,7.451499224,7.023000717,7.072362088,-0.379137136,,,
672400,7.053000212,7.078498602,7.090933023,0.037932811,,,
674041,7.021499395,7.08300066,7.109529764,0.088030369,,,
675684,7.127498865,7.078500271,7.128152316,0.000653451,,,
677329,6.858500242,7.083000183,7.146800683,0.288300441,,,
678976,7.055499554,7.194000721,7.165474867,0.109975313,,,
680625,6.977502346,7.131498814,7.184174874,0.206672528,,,
682276,6.879499197,7.149500132,7.202900707,0.32340151,,,
683929,7.164499283,7.181001425,7.22165237,0.057153087,,,
685584,7.40599966,7.254499674,7.240429866,-0.165569794,,,
687241,7.338999748,7.213000774,7.259233199,-0.079766549,,,
688900,7.596001625,7.223998785,7.278062374,-0.317939251,,,
690561,7.311499834,7.239000082,7.296917393,-0.014582441,,,
692224,7.338499784,7.278499603,7.315798261,-0.022701523,,,
693889,7.262499809,7.294500113,7.334704982,0.072205173,,,
695556,7.312500238,7.4150002,7.353637559,0.041137321,,,
697225,7.463499546,7.318501234,7.372595996,-0.09090355,,,
698896,7.5295012,7.429999828,7.391580297,-0.137920903,,,
700569,7.589000463,7.329499483,7.410590465,-0.178409998,,,
702244,7.356498241,7.521000147,7.429626505,0.073128264,,,
703921,7.652999163,7.413501263,7.44868842,-0.204310743,,,
705600,7.402499437,7.479000807,7.467776213,0.065276776,,,
707281,7.633999586,7.384500504,7.48688989,-0.147109696,,,
708964,7.446500063,7.508999586,7.506029452,0.059529389,,,
710649,7.616999149,7.438500166,7.525194905,-0.091804244,,,
712336,7.681998968,7.90850091,7.544386251,-0.137612717,,,
714025,7.72549963,7.593500614,7.563603495,-0.161896135,,,
715716,7.513000488,7.580999374,7.58284664,0.069846152,,,
717409,7.576498747,7.539500237,7.60211569,0.025616943,,,
719104,7.506999016,7.57750082,7.621410649,0.114411633,,,
720801,7.601999521,7.766501427,7.64073152,0.038731999,,,
722500,7.531501055,7.88149929,7.660078307,0.128577252,,,
724201,7.377001524,7.572999954,7.679451014,0.30244949,,,
725904,8.17249918,7.643000603,7.698849644,-0.473649536,,,
727609,7.678999424,7.811500549,7.718274202,0.039274778,,,
729316,7.926999331,7.640047789,7.73772469,-0.189274641,,,
731025,7.621500015,7.691000938,7.757201113,0.135701098,,,
732736,7.558998823,7.693001032,7.776703475,0.217704652,,,
734449,7.731500387,7.751499653,7.796231778,0.064731391,,,
736164,7.455499649,7.879499912,7.815786026,0.360286377,,,
737881,7.658501863,7.78249836,7.835366224,0.176864361,,,
739600,8.272999287,7.939500809,7.854972375,-0.418026912,,,
741321,7.926501751,7.788001537,7.874604482,-0.051897269,,,
743044,8.125998974,7.801000357,7.89426255,-0.231736424,,,
744769,8.299499989,7.829500675,7.913946581,-0.385553408,,,
746496,8.46449995,7.851999998,7.93365658,-0.53084337,,,
748225,8.018499613,7.853501558,7.95339255,-0.065107063,,,
749956,8.231499434,7.896999598,7.973154495,-0.258344939,,,
751689,7.821999788,7.883500814,7.992942418,0.17094263,,,
753424,8.036001205,8.102998972,8.012756323,-0.023244882,,,
755161,8.02799964,7.917000532,8.032596214,0.004596574,,,
756900,8.502500057,7.937500954,8.052462094,-0.450037963,,,
758641,8.228498936,7.953000546,8.072353967,-0.156144969,,,
760384,8.090999603,7.94250083,8.092271836,0.001272233,,,
762129,7.898999691,7.977500439,8.112215706,0.213216015,,,
763876,8.332000017,8.119000435,8.132185579,-0.199814438,,,
765625,7.940500975,8.016499758,8.15218146,0.211680485,,,
767376,8.526999235,8.236499548,8.172203352,-0.354795883,,,
769129,8.137500048,8.058001518,8.192251258,0.05475121,,,
770884,8.452500582,8.105998993,8.212325182,-0.2401754,,,
772641,8.33199954,8.111999989,8.232425127,-0.099574413,,,
774400,8.282999992,8.100500107,8.252551098,-0.030448894,,,
776161,8.247999907,8.121000528,8.272703098,0.024703191,,,
777924,8.13499999,8.20050168,8.292881131,0.157881141,,,
779689,8.355002403,8.248998642,8.313085199,-0.041917204,,,
781456,8.45249939,8.336500645,8.333315306,-0.119184084,,,
783225,8.279999018,8.216500998,8.353571457,0.073572439,,,
784996,8.330499649,8.507001162,8.373853654,0.043354005,,,
786769,8.39000082,8.320501804,8.394161902,0.004161082,,,
788544,8.214499712,8.247501135,8.414496203,0.199996491,,,
790321,8.373499393,8.408000231,8.434856562,0.061357169,,,
792100,8.688001633,8.405997992,8.455242981,-0.232758652,,,
793881,8.876002073,8.518497467,8.475655465,-0.400346608,,,
795664,8.955000639,8.649499893,8.496094016,-0.458906623,,,
797449,9.160999298,8.524500132,8.516558639,-0.644440659,,,
799236,8.359499216,8.470000505,8.537049337,0.177550121,,,
801025,8.789499998,8.452500105,8.557566114,-0.231933884,,,
802816,8.880999327,8.532001019,8.578108972,-0.302890355,,,
804609,8.548999548,8.515500784,8.598677916,0.049678368,,,
806404,8.523999214,8.680000782,8.619272948,0.095273734,,,
808201,8.947999954,8.487000704,8.639894073,-0.308105881,,,
810000,8.690001249,8.665498495,8.660541294,-0.029459955,,,
811801,8.549501419,8.517498255,8.681214615,0.131713196,,,
813604,8.525000811,8.703999281,8.701914039,0.176913228,,,
815409,9.391000032,8.6875,8.722639569,-0.668360463,,,
817216,8.536998987,8.730500698,8.743391208,0.206392221,,,
819025,8.573999643,8.596000433,8.764168962,0.190169319,,,
820836,8.75649929,8.604999781,8.784972832,0.028473542,,,
822649,8.94049859,8.638001204,8.805802822,-0.134695768,,,
824464,8.924499273,8.660001278,8.826658937,-0.097840336,,,
826281,9.217000008,8.67650032,8.847541178,-0.36945883,,,
828100,8.745001554,8.735997677,8.868449551,0.123447997,,,
829921,9.320500374,8.711499691,8.889384057,-0.431116317,,,
831744,9.250498772,8.722500563,8.910344701,-0.340154071,,,
833569,9.235499382,8.739500284,8.931331487,-0.304167895,,,
835396,8.96500206,8.797997236,8.952344417,-0.012657643,,,
837225,9.376498938,8.770500422,8.973383494,-0.403115444,,,
839056,8.606499434,8.840000868,8.994448724,0.38794929,,,
840889,9.085501909,8.826997995,9.015540108,-0.069961801,,,
842724,9.275000811,8.833498716,9.03665765,-0.238343161,,,
844561,9.37300086,8.907999277,9.057801354,-0.315199506,,,
846400,8.87200141,8.880499601,9.078971224,0.206969814,,,
848241,9.622000933,8.895499945,9.100167261,-0.521833672,,,
850084,9.053500891,8.920000315,9.121389471,0.06788858,,,
851929,9.452999353,8.931500673,9.142637856,-0.310361497,,,
